,ID,trial,TargetPosition,RT,ampWinner,ampAveraging
591,591,191,80,844,92,27.24683478575733
592,592,192,80,877,97,26.91157496626515
593,593,193,80,931,92,28.55982105408849
594,594,194,80,891,96,28.273561076881084
595,595,195,80,,,
596,596,196,80,917,90,30.47373789954125
597,597,197,80,941,93,29.18453992444755
598,598,198,80,852,93,28.328631428635273
599,599,199,80,884,95,28.763639195008665
600,600,0,90,865,95,33.92337617776582
601,601,1,90,850,91,31.953894555871038
602,602,2,90,841,95,28.616007282985706
603,603,3,90,840,93,33.10320304033088
604,604,4,90,869,91,32.75766789623063
605,605,5,90,867,96,31.30130391052695
606,606,6,90,895,92,31.65595595960409
607,607,7,90,841,100,31.571668852780316
608,608,8,90,867,91,32.4097477114488
609,609,9,90,828,93,28.268419913277594
610,610,10,90,836,100,28.6110892444219
611,611,11,90,849,95,34.287068240774204
612,612,12,90,849,100,34.04433139867502
613,613,13,90,861,92,28.4774271779474
614,614,14,90,820,97,27.700216656781883
615,615,15,90,835,100,31.19825675161792
616,616,16,90,852,93,33.81824887771163
617,617,17,90,819,95,30.820519345317383
618,618,18,90,859,93,31.331825437832084
619,619,19,90,867,95,34.05638516856612
620,620,20,90,838,91,31.647303420572893
621,621,21,90,853,96,33.41276641455895
622,622,22,90,858,100,32.77778513137053
623,623,23,90,846,95,31.86380494759449
624,624,24,90,846,97,32.72676329170175
625,625,25,90,840,93,32.03618487243571
626,626,26,90,871,97,34.438337335211465
627,627,27,90,831,96,30.69210341194443
628,628,28,90,854,99,33.39683960865961
629,629,29,90,856,91,32.70701777521555
630,630,30,90,827,94,29.69707709794845
631,631,31,90,842,98,32.106288060652574
632,632,32,90,843,92,34.17948309643846
633,633,33,90,825,92,29.32944929722976
634,634,34,90,815,95,26.95396158646948
635,635,35,90,834,93,31.85903313397211
636,636,36,90,854,93,32.05838078093522
637,637,37,90,843,93,32.33811066156653
638,638,38,90,871,102,32.163901160759494
639,639,39,90,844,96,30.600486731066525
640,640,40,90,879,104,33.4343771122458
641,641,41,90,843,91,31.62576135825579
642,642,42,90,806,94,26.81805773819979
643,643,43,90,841,96,30.835938362538624
644,644,44,90,832,92,30.303040600993928
645,645,45,90,823,90,27.948516314420985
646,646,46,90,844,92,31.381378398324255
647,647,47,90,836,94,29.11214382627672
648,648,48,90,826,99,30.07892530450151
649,649,49,90,850,95,32.710159192635494
650,650,50,90,824,95,29.96834053045203
651,651,51,90,833,91,30.648575697451346
652,652,52,90,872,96,33.86551835815232
653,653,53,90,870,98,33.24469130079248
654,654,54,90,844,94,31.218222946220695
655,655,55,90,903,94,34.03868786379887
656,656,56,90,840,101,31.588434375455357
657,657,57,90,843,95,34.025443398019
658,658,58,90,814,97,28.832216948836603
659,659,59,90,837,92,33.61074837437942
660,660,60,90,854,100,31.025141131774394
661,661,61,90,828,101,31.734772168267902
662,662,62,90,869,95,33.222045847387314
663,663,63,90,904,93,34.5196759006376
664,664,64,90,847,89,32.348357920291406
665,665,65,90,891,91,34.617851412501956
666,666,66,90,840,94,31.164452514563624
667,667,67,90,880,98,34.5169217842346
668,668,68,90,820,100,29.889602541449197
669,669,69,90,844,97,32.5155486515609
670,670,70,90,848,94,30.859236826813362
671,671,71,90,845,93,32.87218783252432
672,672,72,90,840,97,29.58731203758497
673,673,73,90,861,98,33.05478263588405
674,674,74,90,845,91,29.28045447049951
675,675,75,90,856,94,32.055131801654504
676,676,76,90,824,92,32.23118391103286
677,677,77,90,840,94,30.98525160449817
678,678,78,90,851,97,32.83089536290954
679,679,79,90,845,91,29.097870087752504
680,680,80,90,853,96,32.82148481160486
681,681,81,90,857,99,35.465603691485065
682,682,82,90,822,96,29.251165688285898
683,683,83,90,854,98,32.480930599783214
684,684,84,90,839,101,33.068949095487866
685,685,85,90,854,95,32.8450644319064
686,686,86,90,831,92,31.167352971330295
687,687,87,90,848,93,31.823981129142066
688,688,88,90,859,96,32.75696735314995
689,689,89,90,864,98,31.266045801502866
690,690,90,90,874,100,33.772277978344015
691,691,91,90,830,99,29.871083852200233
692,692,92,90,825,90,29.387199436720742
693,693,93,90,862,92,32.99538502650667
694,694,94,90,892,96,34.03273351632574
695,695,95,90,859,100,33.20336585786129
696,696,96,90,856,96,34.36173637041146
697,697,97,90,832,98,32.82820433742177
698,698,98,90,869,91,32.650523071722105
699,699,99,90,860,98,31.874901685972038
700,700,100,90,855,98,34.039864846538876
701,701,101,90,811,93,24.932031762838115
702,702,102,90,848,96,34.05296736311623
